Sample ID,AmphibID,Timepoint,Date,Month,Season,Year,Season_Year,Month_Year,Temp,Temperatue Range,DO,DO range,pH,pH range,Substrate Addition,PD_whole_tree,chao1,observed_species,shannon,simpson,denovo35285,222554,299516,254938,4308371,4452634,denovo7650,3091248,denovo79939,518380,2685602,denovo48477,829133,4426763,denovo44378,269781,358042,235695,545997,786420,1145138,4425214,344394,554250,2139822,4418260,denovo20814,410048,149152,denovo21032,137981,707147,denovo11242,4479347,109263,denovo32796,817117,309489,denovo62958,4414951,denovo82447,denovo51930,4345285,denovo55484,91962,denovo39094,denovo30849,denovo9128,219439,denovo53994,252822,denovo28483,140829,denovo82673,4353625,3877343,719367,218154,359872,4456068,4406967,denovo29116,denovo59947,4378239,denovo40356,539296,denovo36375,107461,557138,denovo20674,537062,denovo40545,4316720,denovo80651,845178,269930,817507,denovo51483,4449458,denovo30758,denovo76,4430952,4303191,denovo50816,68617,denovo9991,4320368,denovo14820,denovo43247,1105883,denovo2982,159950,151176,394796,denovo8416,denovo15258,3701019,315609,2360704,130455,denovo80779,2534143,640071,322934,306704,640392,811462,4469492,1708706,61836,denovo38973,306546,147678,denovo62583,560243,denovo12172,denovo30172,806467,denovo16247,denovo14719,denovo45023,221589,denovo42557,4347599,2912622,160679,325027,denovo29889,814442,denovo50101,denovo16474,635524,denovo38171,4370747,512114,denovo31946,4364813,4386920,4449609,654212,denovo67954,4468125,412392,denovo53733,4369970,668514,denovo73199,3330580,4311486,denovo25227,1932541,denovo52193,denovo9916,1123414,647775,4388545,676117,denovo55920,219151,2881877,1141330,3979725,denovo23720,268968,4451011,1119668,4454257,denovo76781,4395995,denovo81419,4457829,denovo70073,denovo38936,denovo20358,denovo9091,denovo37527,4388385,denovo20555,denovo5183,denovo9801,1114798,denovo12055,denovo75330,4451302,denovo80856,140359,2119418,4419276,4428924,119663,denovo26765,4350881,125270,denovo24900,denovo37197,denovo239,denovo23964,2458172,1139932,211171,denovo40374,4422388,4466646,4481624,93726,133961,denovo21903,denovo25929,denovo22893,denovo8095,4456889,denovo43794,4473756,denovo58601,847670,4298361,denovo21680,denovo72529,4466618,643362,610486,4323897,182643,4429445,TOTAL NUMBER OF SEQS PER SAMPLE
LTEE2.8.13,8,13,9.18.13,Sep,Fall,2013,Fall2013,Sep2013,17.2,12-19C,8.48,8 to 10,7.3,>7,Post substrate addition 2,13.88069,137.5263158,123,1.855920317,0.508783617,4,1,0,3,13,0,2,0,3,0,1,3,0,0,4,17,0,5631,1,42,81,0,1,0,1,0,0,88,0,0,8,0,0,0,0,0,0,0,0,46,0,0,0,1,0,2,0,2,0,5,15,0,0,1,0,0,1,2,0,20,0,0,1,367,0,0,1,0,0,1,0,9,0,0,2,38,3,0,24,0,35,111,4,4,1,12,15,0,0,0,0,1,0,660,2,0,2,0,3,0,10,0,0,2,4,0,0,12,18,3,8,2,0,0,0,0,0,2,63,0,0,2,1,0,2,0,2,13,4,0,113,0,10,3,0,3,4,0,0,266,0,15,19,0,3,14,0,5,1,61,2,10,41,0,261,0,0,3,3,70,0,2,0,9,502,4,6,10,3,0,0,2,0,11,0,1,0,6,21,0,3,1,0,16,277,19501,12,0,0,0,1,50,0,0,2,1,3,0,33,3,0,0,0,1,46,0,0,12,0,0,2,0,6,9,0,78,1,6,0,1,1,6,0,1,29000
LTEE2.9.12,9,12,8.14.13,Aug,Summer,2013,Summer2013,Aug2013,20.6,>19C,8.45,8 to 10,6.54,6-7,Post substrate addition 2,7.23685,70.33333333,57,0.747386589,0.183111667,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,1504,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,53,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,4,0,0,2,0,0,0,11,0,0,2,1,0,0,0,39,1,0,0,0,0,0,0,0,0,115,0,0,0,0,0,6,0,0,0,0,27,0,0,27,0,0,0,0,0,0,116,0,0,45,0,1,0,0,0,1,0,1,0,46,0,351,0,0,0,0,66,1,0,0,1,3,0,0,8,0,0,2,2,0,0,0,0,0,0,0,0,8,0,0,20,1,26164,0,1,1,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,48,0,1,35,0,0,0,0,4,2,0,0,0,99,0,0,2,2,0,4,29000
LTEE2.9.13,9,13,9.18.13,Sep,Fall,2013,Fall2013,Sep2013,17.2,12-19C,8.48,8 to 10,7.3,>7,Post substrate addition 2,13.09966,138,109,1.408775426,0.388330488,6,2,0,2,4,0,0,0,4,6,0,3,0,0,2,3,0,4291,0,43,70,0,0,0,0,0,0,38,0,1,5,0,0,0,1,0,2,0,0,46,0,0,2,0,0,3,0,3,0,1,9,0,0,3,0,0,1,0,0,4,0,0,0,161,0,0,0,0,0,3,0,9,0,0,0,10,1,1,7,0,41,53,1,1,0,3,20,0,0,0,1,0,0,179,2,1,0,0,2,0,7,0,0,3,0,0,0,6,26,3,3,1,0,0,0,0,1,0,80,0,0,1,0,0,2,0,1,7,1,0,73,0,16,0,0,0,3,0,0,103,0,4,27,0,1,1,0,2,1,49,0,1,26,0,312,0,0,1,2,47,0,2,0,3,275,6,1,8,2,0,1,1,1,9,0,0,0,6,17,0,4,0,0,15,262,22263,2,1,0,0,0,72,0,0,1,0,2,4,14,1,0,0,0,0,49,0,3,18,0,0,0,0,1,5,0,80,1,1,0,0,0,7,0,0,29000
LTEE5.11,5,11,5.29.13,May,Spring,2013,Spring2013,May2013,18.7,12-19C,8.53,8 to 10,6.31,6-7,Post substrate addition 1,16.15431,143,134,3.46065024,0.796271372,0,2,0,81,144,0,0,1,0,1,7,1,5,0,19,142,0,11956,0,3,2,2,27,0,0,2,0,363,0,24,36,0,14,6,1,26,0,0,14,1,0,0,5,5,30,26,0,46,3,1,392,0,0,2,0,0,0,0,0,269,0,0,7,835,0,0,9,0,2,0,1,1,0,10,15,78,74,33,2834,3,1,1076,77,16,1,5,1,19,5,1,0,0,2,2494,5,58,4,0,7,0,2,2,0,0,20,0,0,291,0,32,0,3,0,0,0,0,0,4,614,0,0,20,0,0,0,20,1,9,37,0,34,0,2,46,0,26,23,2,0,855,0,74,0,0,2,23,0,45,0,1,0,12,8,0,0,0,4,12,53,1025,1,0,0,140,3065,67,58,40,2,8,3,1,0,3,0,11,9,2,0,0,0,5,1,0,14,39,127,4,3,0,4,152,0,2,7,6,0,14,329,41,0,71,0,0,1,2,0,0,0,9,21,0,11,18,0,56,14,0,0,0,0,4,0,0,29000
LTEE5.12,5,12,8.14.13,Aug,Summer,2013,Summer2013,Aug2013,20.6,>19C,8.45,8 to 10,6.54,6-7,Post substrate addition 2,17.13794,151,145,3.066834666,0.744364718,2,19,0,19,45,0,1,0,2,8,4,4,5,0,5,40,0,6156,2,1039,33,4,0,0,15,6,0,127,0,5,9,0,2,0,0,4,12,0,6,175,0,6,4,1,4,8,1,11,0,12,94,0,0,7,0,0,0,0,0,70,0,2,3,526,0,0,1,0,0,4,1,17,0,3,6,45,15,4,76,1,42,423,13,15,0,3,49,3,0,0,0,0,0,867,16,7,7,0,18,0,20,0,0,8,1,0,0,102,28,16,19,5,0,0,0,0,0,0,220,0,0,5,8,0,9,0,0,58,16,10,53,1,46,7,0,5,10,1,0,1877,2,19,43,0,14,16,0,15,0,84,0,6,87,0,56,2,0,14,34,328,6,4,0,32,1783,13,26,46,12,0,15,0,0,13,0,3,0,7,24,0,0,1,1,25,106,12953,33,2,7,0,3,78,0,0,7,8,2,13,87,12,0,25,0,0,31,1,2,30,0,3,12,0,6,52,0,36,7,16,0,0,7,65,0,6,29000
LTEE5.9,5,9,12.5.12,Dec,Winter,2012,Winter2012,Dec2012,7.6,<12C,11.91,>10,6.51,6-7,Post substrate addition 1,17.92616,183,175,3.760545872,0.827480331,2,19,0,50,82,0,2,0,1,4,17,7,2,10,11,68,1,10665,2,17,7,1,70,0,3,1,0,505,0,12,29,1,17,14,2,17,5,16,10,69,0,0,4,5,13,37,0,26,1,3,265,0,1,7,15,0,3,20,0,135,99,0,10,680,0,0,1,4,0,6,1,10,1,10,9,95,22,27,152,2,42,1018,28,14,3,4,73,14,7,8,1,0,6,2553,19,32,9,3,13,0,8,2,0,6,12,1,0,280,7,22,15,5,0,0,49,0,0,3,495,21,0,10,0,11,0,0,2,29,37,0,25,3,40,45,0,14,12,3,4,1900,4,7,37,0,368,16,0,29,1,51,21,5,27,0,6,106,0,17,19,802,0,2,0,81,3472,32,48,42,8,1,51,3,1,15,0,14,2,7,11,0,0,6,4,9,60,2449,88,2,9,0,12,176,0,0,9,23,16,12,203,23,0,51,8,0,5,2,4,16,0,18,15,0,11,32,0,49,22,1,0,2,2,41,0,3,29000
LTEE6.12,6,12,8.14.13,Aug,Summer,2013,Summer2013,Aug2013,20.6,>19C,8.45,8 to 10,6.54,6-7,Post substrate addition 2,16.33493,155.5454545,146,3.648514391,0.83833985,0,5,0,51,136,0,1,2,1,5,3,1,1,0,7,78,0,9951,8,2787,20,0,0,0,0,1,0,171,1,5,16,0,4,12,0,3,3,0,4,43,0,1,9,2,7,12,0,27,0,2,426,0,0,3,0,0,1,0,0,229,0,0,2,717,0,0,2,0,0,1,1,5,0,1,11,68,47,9,155,0,21,918,75,14,0,0,29,2,1,0,3,0,0,1891,11,17,11,15,12,0,1,0,0,2,0,0,0,227,7,16,7,5,0,0,0,0,0,0,581,0,0,23,9,0,19,0,0,17,41,7,29,0,10,15,0,11,13,3,0,1208,0,24,17,0,10,23,0,25,0,47,4,5,9,0,8,7,0,11,17,951,0,5,0,94,2458,42,51,25,7,2,89,2,0,5,0,4,4,5,23,0,1,4,0,4,36,3874,110,3,9,0,2,90,0,96,3,4,0,21,149,49,0,17,0,0,10,3,3,9,0,4,10,0,5,27,4,59,9,9,0,0,3,69,0,1,29000
LTEE6.9,6,9,12.5.12,Dec,Winter,2012,Winter2012,Dec2012,7.6,<12C,11.91,>10,6.51,6-7,Post substrate addition 1,16.68773,170.3333333,159,3.515186186,0.796010195,8,20,0,58,226,0,5,1,1,0,9,8,4,1,31,103,0,11677,0,4,13,3,0,0,0,0,0,363,0,19,10,4,23,0,0,2,1,18,6,135,0,5,11,3,22,52,0,2,3,10,320,0,2,5,21,0,0,2,0,150,132,1,22,627,0,0,2,0,1,18,0,21,0,26,3,112,43,7,96,1,108,849,57,21,0,0,62,16,10,31,0,0,3,1932,15,3,7,8,49,1,26,0,0,0,0,4,0,186,7,42,36,6,0,0,2,0,0,0,27,0,0,24,0,10,0,0,3,54,42,0,50,3,64,43,0,12,29,2,4,2019,0,8,4,0,59,22,0,16,1,122,1,21,81,0,13,3,0,28,12,97,1,3,0,79,2480,43,74,49,17,3,15,1,0,13,0,0,3,22,22,0,2,10,12,8,131,4417,110,6,8,0,4,179,0,1,9,20,2,25,163,24,0,58,1,0,11,1,3,4,0,2,6,0,8,28,0,50,36,0,1,0,1,4,0,2,29000
LTEE7.2,7,2,10.21.11,Oct,Fall,2011,Fall2011,Oct2011,11,<12C,10.08,>10,5.93,5-6,Pre substrate addition,14.37744,146.0769231,123,1.296652714,0.269576756,26,20,2,0,57,0,5,8,23,3,0,15,0,1,0,4,0,40,5,250,88,0,1,0,0,0,0,1,0,0,0,0,0,42,0,0,4,0,0,155,0,10,0,0,0,0,2,4,0,20,3,0,0,2,0,0,20,7,0,4,0,1,0,1019,0,0,15,3,8,6,150,18,3,0,48,0,0,1,1,0,8,1,0,3,5,28,45,0,0,0,0,0,0,4,7,1,22,2,0,8,11,0,1,2,1,0,0,0,59,0,2,0,0,0,0,0,15,2,29,3,0,1,1,0,1,0,0,10,0,0,8,1,58,0,0,1,0,1,0,496,7,237,17,0,12,0,0,1,34,41,2,1,117,10,96,6,0,0,0,45,0,29,0,0,1,7,2,12,2,3,22,0,21,0,0,0,3,0,4,0,3,1,2,28,42,24753,0,186,3,0,3,5,0,1,1,0,3,0,6,0,0,0,28,0,72,0,1,9,0,0,0,0,137,15,0,0,0,22,1,0,2,1,0,11,29000
LTEE7.3,7,3,12.2.11,Dec,Winter,2011,Winter2011,Dec2011,4.9,<12C,11.2,>10,5.8,5-6,Pre substrate addition,15.52464,147.0555556,129,1.585543314,0.359480195,39,40,1,0,115,0,13,1,24,2,0,19,0,1,1,4,1,50,1,11,67,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,4,1,0,261,1,4,0,2,0,0,1,1,1,19,2,0,0,2,1,0,0,4,1,2,7,0,0,1626,0,0,13,3,23,8,149,39,9,3,92,0,0,0,0,2,18,2,0,13,4,39,9,0,1,1,0,0,0,3,12,0,9,3,0,11,35,1,0,0,3,0,0,0,39,2,8,4,0,0,0,0,12,0,7,0,0,0,0,0,0,2,0,26,0,24,5,0,122,0,0,0,0,0,0,1163,7,168,8,0,13,1,0,2,0,41,3,3,183,26,90,8,16,3,0,21,0,43,0,1,1,1,0,19,1,0,11,0,15,0,0,0,0,3,4,0,3,2,0,32,56,23113,1,439,7,0,2,10,0,0,17,0,21,0,2,1,0,0,2,0,70,3,2,5,0,0,0,0,205,36,0,0,1,2,7,5,0,1,0,6,29000
LTEE7.4,7,4,4.4.12,Apr,Spring,2012,Spring2012,Apr2012,17.8,12-19C,9.03,8 to 10,7.61,>7,Pre substrate addition,15.30682,159,132,2.994308804,0.76931288,12,4,17,0,132,0,0,6,19,1,0,6,3,0,0,0,7,21,0,0,56,4,1,0,0,0,0,1,12,0,0,5,0,0,6,1,1,34,0,53,0,6,3,12,11,3,13,6,1,3,1,0,4,0,29,0,0,1,0,1,155,0,8,4733,0,0,16,0,218,2,828,42,135,1,980,0,0,0,1,3,51,2,0,7,1,46,5,0,8,23,0,0,0,2,3,2,0,1,0,6,6,6,34,1,0,9,0,0,25,0,32,1,0,0,0,0,11,87,111,0,0,0,1,23,0,0,1,39,2,0,0,5,10,0,0,0,2,1,0,621,2,1089,13,0,8,1,0,2,1,26,0,0,22,983,41,1,0,2,0,134,0,5,0,0,5,0,216,19,0,3,1,3,20,0,0,0,3,1,15,0,0,30,5,6,12,11788,3,5310,4,2,0,13,0,27,0,0,1,0,1,0,0,1,0,0,19,24,0,8,0,0,0,0,159,10,0,0,2,0,150,0,0,3,2,1,29000
LTEE7.5,7,5,5.16.12,May,Spring,2012,Spring2012,May2012,18.2,12-19C,9.1,8 to 10,5.14,5-6,Pre substrate addition,15.19972,151.8,138,2.005091348,0.47754225,18,20,1,0,18,0,0,1,10,4,0,9,1,0,0,1,3,26,13,0,61,0,0,0,0,0,0,2,4,0,0,2,0,52,4,1,7,2,2,174,0,2,0,2,5,1,4,3,0,11,3,0,2,12,8,0,5,0,0,0,32,0,0,1087,0,0,5,3,112,5,327,74,44,6,633,0,0,2,5,0,52,4,0,17,1,20,24,1,10,8,0,1,0,7,7,1,0,1,0,3,21,4,27,4,1,1,0,1,55,0,29,2,0,0,0,0,8,3,67,0,0,0,1,2,4,0,0,67,1,0,0,0,67,0,0,0,0,1,1,1163,4,145,13,0,125,0,0,2,20,18,2,0,134,104,82,7,0,0,0,108,0,3,0,1,15,0,45,27,1,2,1,2,7,0,0,0,0,2,2,0,4,6,2,21,22,20722,1,2601,6,1,3,4,0,8,5,0,2,0,0,0,0,0,0,0,62,15,2,9,0,1,0,0,19,28,0,0,4,0,21,0,10,20,0,13,29000
LTEE8.11,8,11,5.29.13,May,Spring,2013,Spring2013,May2013,18.7,12-19C,8.53,8 to 10,6.31,6-7,Post substrate addition 1,22.05765,188.6,175,3.93210931,0.857858723,5,29,0,33,91,0,4,8,2,9,5,3,1,6,4,51,0,7915,41,3,23,1,45,0,1,0,0,185,0,10,40,0,9,312,1,11,11,0,20,218,39,14,11,0,4,14,0,33,5,15,301,0,0,15,0,0,46,30,0,81,0,1,4,382,0,2,4,1,0,8,1,11,0,9,5,45,42,11,104,1,31,718,44,30,1,7,108,5,2,0,1,1,0,1189,21,35,0,10,13,0,18,0,1,14,49,0,0,91,23,18,21,10,0,4,8,0,0,34,1017,0,0,8,2,0,20,23,0,30,21,1,63,0,77,46,0,6,15,0,1,3628,2,27,74,4,291,13,0,19,26,70,16,3,85,0,20,59,11,30,27,1424,69,1,3,33,1603,28,37,72,4,6,4,5,0,20,0,42,6,4,17,1,2,4,2,23,93,5953,48,7,16,0,15,90,2,0,34,13,3,18,215,6,0,61,3,0,24,2,9,52,0,26,6,8,10,67,0,36,20,1,0,24,27,114,0,9,29000
LTEE8.12,8,12,8.14.13,Aug,Summer,2013,Summer2013,Aug2013,20.6,>19C,8.45,8 to 10,6.54,6-7,Post substrate addition 2,16.67552,118.65,106,0.718696901,0.135949967,2,2,0,0,0,4,0,0,2,7,0,0,0,0,0,0,0,7,3,289,70,0,1,6,2,0,16,2,0,0,0,0,0,2,2,0,5,0,0,83,55,0,0,0,0,0,0,3,0,4,0,0,0,13,0,0,0,1,0,1,0,0,0,95,3,4,0,0,0,0,1,0,0,0,0,8,12,0,4,0,0,2,0,2,0,2,21,0,0,0,6,1,0,0,0,0,2,0,2,0,6,0,0,1,14,0,4,0,50,1,1,0,0,0,0,4,2,0,34,1,1,0,0,0,0,0,0,0,0,303,0,1,23,0,0,0,0,0,0,125,5,28,36,47,4,0,56,1,0,8,0,0,28,0,101,2,0,0,1,79,6,1,11,0,2,1,0,2,0,0,3,1,0,0,14,0,0,0,1,9,2,0,0,15,11,26952,0,3,1,0,0,0,9,0,1,0,3,0,1,0,1,1,0,7,78,0,2,12,0,0,0,4,37,8,5,2,0,33,0,8,1,18,10,10,29000
LTEE8.9,8,9,12.5.12,Dec,Winter,2012,Winter2012,Dec2012,7.6,<12C,11.91,>10,6.51,6-7,Post substrate addition 1,16.01893,155.5,147,3.442265725,0.790309294,1,0,0,116,335,0,0,1,0,0,15,2,1,3,24,118,0,11665,2,26,2,3,16,0,3,0,0,736,0,30,52,6,30,12,2,2,0,47,11,8,0,2,4,2,35,66,0,2,5,0,483,0,7,5,72,0,3,17,0,247,327,0,31,742,0,0,5,2,1,0,3,1,0,2,13,160,75,23,158,0,11,1557,45,0,2,5,3,39,21,30,0,0,3,3819,0,7,22,14,16,0,0,1,0,0,0,3,0,361,1,55,0,0,0,0,10,0,0,2,30,0,0,24,0,18,0,0,8,6,55,0,48,1,0,39,0,27,42,8,5,21,0,53,0,0,335,20,0,40,0,7,25,18,2,2,0,77,0,0,3,57,0,1,0,159,4586,83,110,1,2,5,77,0,1,7,0,1,11,3,1,0,0,15,4,1,16,204,141,9,0,0,0,184,0,0,1,28,16,36,302,33,0,43,8,0,2,2,1,0,0,3,27,0,21,1,0,55,1,0,0,9,7,22,0,0,29000
LTEE9.11,9,11,5.29.13,May,Spring,2013,Spring2013,May2013,18.7,12-19C,8.53,8 to 10,6.31,6-7,Post substrate addition 1,16.86661,166.75,158,3.934426938,0.873903308,2,5,0,68,229,0,2,3,0,1,15,6,5,0,12,137,0,7571,22,19,12,3,19,0,0,4,0,410,0,17,45,0,6,150,1,5,0,0,4,88,0,10,10,6,16,24,1,1,2,6,418,0,0,1,0,0,22,12,0,219,0,0,2,827,0,0,5,2,0,4,0,7,1,15,8,99,67,4,237,0,37,1553,65,37,0,12,25,15,7,0,0,1,6,3179,30,4,23,2,21,0,14,2,0,1,0,0,0,372,6,35,12,13,0,0,0,0,0,5,251,0,0,26,1,0,6,40,0,22,45,0,30,1,24,46,0,14,28,0,1,3510,1,41,6,0,39,28,0,46,8,31,5,12,31,0,8,12,7,30,11,201,0,2,0,142,4017,85,104,78,6,2,45,4,0,12,0,4,8,3,11,0,1,10,1,13,17,2448,133,10,21,0,9,108,0,0,7,16,0,22,361,49,0,85,2,0,5,3,5,4,0,1,16,0,6,93,0,34,29,0,0,0,6,34,0,2,29000
LTEE9.9,9,9,12.5.12,Dec,Winter,2012,Winter2012,Dec2012,7.6,<12C,11.91,>10,6.51,6-7,Post substrate addition 1,15.92122,161.7142857,156,3.444861867,0.821235018,1,17,0,55,139,0,2,0,1,0,17,3,0,1,14,71,0,8587,0,3,23,1,0,0,0,0,0,444,1,12,30,1,16,1,2,1,0,15,2,138,0,2,10,3,12,18,0,4,3,8,217,0,3,1,30,0,0,5,0,124,116,0,6,618,0,0,2,1,0,3,0,22,1,8,7,96,29,5,110,1,71,801,22,16,1,0,51,7,6,18,0,0,2,2309,17,2,4,2,43,0,17,2,0,0,0,2,0,184,15,26,27,8,0,0,5,0,0,0,41,0,0,10,0,16,0,0,2,62,33,0,44,2,61,28,0,6,5,2,2,2290,3,27,12,0,47,24,0,30,0,79,2,8,67,0,33,16,0,14,5,57,0,0,0,82,2597,23,56,44,15,4,16,5,0,16,0,0,2,12,15,0,2,6,1,18,75,7600,76,4,8,0,2,117,0,0,7,14,10,14,163,20,0,46,0,0,23,5,3,2,0,2,20,0,11,52,0,36,13,0,1,0,1,7,0,5,29000

